,ingredient,degree,sugar,base_spirit,occasion_id
1778,"얼음,진,스위트 버무스,오렌지 큐라소,오렌지",36,8,gin,15
1779,"얼음,진,살구 브랜디,드라이 버무스,오렌지 큐라소,레몬 주스",33,8,gin,15
1780,"얼음,진,비터즈,그린 샤르트뢰즈",41,1,gin,15
1781,"얼음,드라이 버무스,진,캄파리",27,4,whisky,14
1782,"얼음,진,오렌지 주스,마라스키노 리큐어,레몬 주스,샴페인,오렌지",20,6,gin|champagne,14
1783,"얼음,진,오렌지 주스,핌즈 컵 넘버 1,오렌지",41,0,gin,14
1784,"얼음,진,자몽주스,마라스키노 리큐어",42,1,gin,14
1785,"얼음,드라이 버무스,진",31,0,gin,15
1786,"얼음,진,바나나 리큐어,갈리아노,자몽주스",28,10,gin,15
1787,"얼음,진,레몬 주스,트리플 섹,비터즈",42,1,gin,14
1788,"얼음,진,오렌지 주스,슈가시럽,레몬 주스,민트",33,7,gin,14
1789,"얼음,버본,진,레몬 주스,슈가시럽,어린 가지 민트",36,0,gin|whisky,14
1790,"얼음,진,체리 브랜디,스위트 버무스,마라스키노 베리",36,11,gin,4
1791,"얼음,진,화이트 포트 와인,마라스키노 리큐어,트리플 섹",30,14,gin,15
1792,"얼음,진,살구 브랜디,오렌지 주스,비터즈,마라스키노 베리,오렌지",33,8,gin,14
1793,"얼음,진,캄파리,계란 흰자,자몽주스,트리플 섹,오렌지 주스,석류즙,당근,마라스키노 베리,어린 가지 민트",16,13,gin,14
1794,"얼음,진,드라이 버무스,오렌지 큐라소,파스티스,그린 올리브",43,0,gin,14
1795,"얼음,드라이 버무스,진,셰리,스위트 버무스,아몬드 시럽,오렌지 비터즈",24,7,gin,15
1796,"얼음,진,바닐라 리큐어,레몬 주스",44,0,gin,14
1797,"얼음,진,드라이 버무스,트리플 섹,캄파리,오렌지",43,2,gin,14
1798,"얼음,진,오렌지 큐라소,라임 주스,비터즈,오렌지 비터즈,라임",30,5,gin,14
1799,"얼음,드라이 버무스,진,블랙 커런트 리큐어",27,8,gin,15
1800,"얼음,진,레몬 주스,아몬드 시럽",32,4,gin,14
1801,"얼음,드라이 버무스,진,파인애플 주스",21,4,gin,15
1802,"얼음,진,파스티스,석류즙",41,7,gin,14
1803,"얼음,꼬냑,진,트리플 섹,레몬 주스",35,6,gin,15
1804,"얼음,진,드라이 버무스,자몽주스,마라스키노 리큐어",29,3,gin,14
1805,"얼음,진,살구 브랜디,드라이 버무스,오렌지 맛 브랜디,레몬 껍질",36,7,gin,15
1806,"얼음,진,석류즙,크림",27,7,gin,15
1807,"얼음,드라이 버무스,진,화이트 카카오 리큐어,체리 브랜디,초콜릿",30,3,gin,14
1808,"얼음,진,셰리,오렌지 주스,마라스키노 베리",43,0,gin,14
1809,"얼음,진,화이트 크렘 드 망트,스위트 버무스",21,15,gin,14
1810,"얼음,꼬냑,진,스위트 버무스,오렌지 비터즈",33,8,gin,15
1811,"얼음,진,자몽주스,옐로우 샤르트뢰즈",32,10,gin,14
1812,"얼음,드라이 버무스,진,트리플 섹",32,12,gin,15
1813,"얼음,진,드라이 버무스,마라스키노 리큐어,비터즈,레몬 껍질",35,0,gin,4
1814,"얼음,진,드라이 버무스,라이트 럼,트리플 섹,그린 올리브,마라스키노 베리",43,1,gin|rum,15
1815,"얼음,잘게 부순 얼음,진,드라이 버무스,파인애플 주스,파인애플",27,3,gin,14
1816,"얼음,진,라임 코디얼,화이트 초콜릿 리큐어,초콜릿",28,21,gin,15
1817,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,비터즈,마라스키노 베리",35,0,gin,13
1818,"얼음,진,체리 브랜디,오렌지 비터즈,마라스키노 베리",39,9,gin,14
1819,"얼음,진,레몬 주스,바이올렛 리큐어",21,6,gin,14
1820,"얼음,진,레몬 주스,스웨디시 푼쉬",22,0,gin,15
1821,"얼음,진,오렌지 주스,핌즈 컵 넘버 1,석류즙,오렌지",42,0,gin,14
1822,"얼음,진,드라이 버무스,파스티스",37,3,gin,15
1823,"얼음,진,오렌지 맛 브랜디,레몬 주스,복숭아 리큐어,사이다",29,7,gin,14
1824,"얼음,진,오렌지 주스,체리 브랜디,진저엘",31,3,gin,14
1825,"얼음,진,칼바도스,석류즙,파스티스,레몬 껍질",25,14,gin,14
1826,"얼음,진,자몽주스,마라스키노 리큐어",29,4,gin,14
1827,"얼음,진,깔루아,레몬 주스,계란 흰자,마라스키노 베리",17,5,gin,14
1828,"얼음,진,캄파리,듀보네,레몬,오렌지",32,6,gin,14
1829,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,압생트,오렌지",41,1,gin,15
1830,"얼음,드라이 버무스,진,레몬 주스,트리플 섹",24,9,gin,14
1831,"얼음,드라이 버무스,진,체리 브랜디,마라스키노 베리",32,6,gin,14
1832,"얼음,드라이 버무스,진,그린 박하 리큐어",27,6,gin,14
1833,"얼음,진,라즈베리 주스,라즈베리",30,2,gin,13
1834,"얼음,살구 브랜디,진",40,12,gin,15
1835,"얼음,살구 브랜디,진,핌즈 컵 넘버 1,칼바도스,메이플 시럽",18,24,gin,14
1836,"얼음,드라이 버무스,진,스카치 위스키,비터즈,그린 올리브",34,0,gin|whisky,14
1837,"얼음,진,스위트 버무스,오렌지",36,8,gin,14
1838,"얼음,진,레몬 주스,마라스키노 리큐어",24,6,gin,14
1839,"얼음,진,드라이 버무스,칼바도스,자몽주스,스위트 버무스",23,12,gin,14
1840,"얼음,진,크랜베리 주스,자몽주스,슈가시럽",21,6,gin,14
1841,"얼음,진,스위트 버무스,칼바도스,석류즙",23,16,gin,14
1842,"얼음,진,체리 브랜디,레몬 주스,트리플 섹",28,14,gin,14
1843,"얼음,진,블루 큐라소,트리플 섹,마라스키노 베리",37,17,gin,4
1844,"얼음,진,스웨디시 푼쉬",22,0,gin,14
1845,"얼음,진,드라이 버무스,그린 샤르트뢰즈",33,4,gin,15
1846,"얼음,진,크림,슈가시럽,레몬 주스,라임 주스,등화수,계란 흰자,소다수",19,7,gin,14
1847,"얼음,진,체리 브랜디,퀴멜,마라스키노 베리",39,9,gin,14
1848,"얼음,진,레몬 주스,트리플 섹,블루 큐라소",30,12,gin,14
1849,"얼음,진,오렌지 큐라소,파인애플 주스",29,8,gin,14
1850,"얼음,진,플리마스 슬로 진,비터즈",14,0,gin,14
1851,"얼음,캐나다 위스키,진,블랙 커런트 리큐어,비터즈,레몬 주스",21,0,gin|whisky,15
1852,"얼음,진,칼바도스,석류즙,레몬 주스,스웨디시 푼쉬",17,8,gin,15
1853,"잘게 부순 얼음,진,그린 샤르트뢰즈,소다수",37,12,gin,13
1854,"얼음,드라이 버무스,진,파스티스,바이올렛 리큐어,캄파리",30,8,gin,15
1855,"얼음,진,라이트 럼,오렌지 맛 브랜디,마라스키노 베리",41,4,gin|rum,14
1856,"얼음,진,파인애플 주스,스위트 버무스,오렌지 큐라소",27,9,gin,14
1857,"얼음,에이지드 쿠바럼,브랜디,진,오렌지 주스,파인애플 주스,레몬 주스,트리플 섹",1,10,gin|rum|brandy,14
1858,"얼음,진,오렌지 주스,캄파리,트리플 섹,스위트 버무스,오렌지",4,9,gin,14
1859,"얼음,진,트리플 섹,위스키/허니 리큐어,마라스키노 베리",38,15,gin,14
1860,"얼음,진,파인애플 주스,트리플 섹,비터즈",43,1,gin,14
1861,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,비터즈",21,7,gin,14
1862,"얼음,진,계란 리큐어,오렌지 주스,계란 흰자,슈가시럽",17,9,gin,14
1863,"얼음,살구 브랜디,진,드라이 버무스,살구",35,10,gin,14
1864,"얼음,살구 브랜디,진,스웨디시 푼쉬,레몬 주스",28,12,gin,14
1865,"얼음,진,복숭아 비터즈,민트,복숭아",44,0,gin,15
1866,"얼음,진,라이트 럼,드라이 버무스,석류즙,오렌지 주스,스위트 버무스",42,1,gin|rum,14
1867,"얼음,진,스위트 버무스,석류즙,트리플 섹,마라스키노 베리",27,18,gin,15
1868,"얼음,진,오렌지 주스,트리플 섹,라임 주스,비터즈,오렌지",22,13,gin,14
1869,"얼음,진,레몬 주스,멜론 리큐어,진저엘",31,4,gin,14
1870,"얼음,진,라즈베리 퓌레,라즈베리 리큐어,멜론 리큐어,라즈베리",28,12,gin,14
1871,"얼음,진,살구 브랜디,드라이 버무스,레몬 주스",30,5,gin,14
1872,"얼음,진,드라이 버무스,체리 브랜디,라즈베리 리큐어",43,1,gin,14
1873,"얼음,진,레몬 주스,슈가시럽,블루 큐라소",40,2,gin,14
1874,"얼음,진,체리 브랜디,석류즙,레몬 주스",26,10,gin,14
1875,"얼음,진,자몽주스,슈가시럽,마라스키노 리큐어",22,7,gin,14
1876,"얼음,진,드라이 버무스,오렌지 큐라소,패션 프루트 주스",42,1,gin,14
1877,"얼음,진,핌즈 컵 넘버 1,체리 브랜디,마라스키노 베리",30,1,gin,14
1878,"얼음,진,드라이 버무스,레몬 주스,오렌지 주스,마라스키노 베리",44,0,gin,14
1879,"얼음,진,자몽주스,스웨디시 푼쉬",15,4,gin,14
1880,"얼음,진,스카치 위스키,칼바도스",36,6,gin|whisky,15
1881,"얼음,진,캄파리,트리플 섹,오렌지",44,1,gin,14
1882,"잘게 부순 얼음,진,트리플 섹,샴페인",40,18,tequila,14
1883,"얼음,드라이 버무스,진,듀보네,스위트 버무스",24,9,gin,15
1884,"얼음,진,레드 포트 와인,계란 노른자",22,0,gin,15
1885,"얼음,드라이 버무스,진,오렌지",31,0,gin,15
1886,"얼음,진,바닐라 아이스크림,셰리,마라스키노 베리",22,8,gin,14
1887,"얼음,진,칼바도스,스위트 버무스,석류즙,레몬 주스,사과,마라스키노 베리",25,16,gin,15
1888,"얼음,진,핌즈 컵 넘버 1,레몬 주스,비터즈,마라스키노 베리",22,1,gin,14
1889,"얼음,진,레몬 주스,오렌지 큐라소,석류즙,마라스키노 베리",29,5,gin,14
1890,"얼음,진,체리 브랜디,오렌지 주스,레몬 주스,레몬 껍질,오렌지",26,6,gin,14
1891,"얼음,진,화이트 크렘 드 망트,레몬 주스,샴페인",27,4,gin|champagne,14
1892,"얼음,진,오렌지 큐라소,레몬 주스,위스키/허니 리큐어",31,8,gin,14
1893,"얼음,드라이 버무스,진,스위트 버무스,아마레또,그린 올리브",23,10,gin,15
1894,"얼음,진,살구 브랜디,레몬 주스",31,6,gin,14
1895,"얼음,드라이 버무스,진,핌즈 컵 넘버 1",21,1,gin,14
1896,"진,물",45,0,gin,15
1897,"얼음,진,칼바도스,화이트 카카오 리큐어",26,15,gin,15
1898,"얼음,진,라임 주스,슈가시럽,소다수,라임",41,2,gin,14
1899,"얼음,진,파인애플 주스,마라스키노 베리,어린 가지 민트",37,2,gin,14
1900,"얼음,진,드라이 버무스,체리 리큐어,듀보네,스위트 버무스,체리,오렌지,라즈베리",31,6,gin,15
1901,"얼음,진,드라이 버무스,트리플 섹",35,14,gin,15
1902,"얼음,진,드라이 버무스,셰리,그린 올리브,레몬 껍질",31,1,gin,14
1903,"얼음,드라이 버무스,진,오렌지 큐라소,트리플 섹,페르넷 브랭커",31,9,gin,15
1904,"얼음,진,살구 브랜디,꼬냑,레몬 주스,석류즙",33,8,gin,15
1905,"얼음,진,블루 큐라소,복숭아 슈납스,오렌지",43,1,gin,14
1906,"얼음,드라이 버무스,진,레몬 주스,체리 브랜디,트리플 섹,그린 올리브",16,4,gin,14
1907,"얼음,진,드라이 버무스,스위트 버무스,오렌지 큐라소,오렌지 주스",31,6,gin,14
1908,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스",28,5,gin,14
1909,"얼음,진,트리플 섹,라임 주스,비터즈",37,17,gin,14
1910,"얼음,진,드라이 버무스,석류즙,오렌지 주스",34,0,gin,14
1911,"얼음,진,드라이 버무스,오렌지 큐라소,스위트 버무스",34,3,gin,15
1912,"얼음,진,퀴멜,레몬 주스",40,0,gin,14
1913,"얼음,진,듀보네,윌리엄 페어 리큐어",15,11,gin,14
1914,"얼음,진,그린 샤르트뢰즈,옐로우 샤르트뢰즈,라임 주스",43,2,gin,15
1915,"얼음,진,크림,다크 카카오 리큐어,마라스키노 베리",28,1,gin,13
1916,"얼음,진,아마레또,레몬 주스",19,8,gin,14
1917,"얼음,진,레몬 주스,슈가시럽,진저엘",24,9,gin,14
1918,"잘게 부순 얼음,진,레몬 주스,라이치 리큐어,신선한 애플 주스,애플 주스",41,0,gin,14
1919,"얼음,진,진저엘,레몬에이드,핌즈 컵 넘버 1,레몬,오이",7,6,gin,14
1920,"얼음,진,칼바도스,파스티스,마라스키노 베리",37,6,gin,15
1921,"얼음,진,오렌지 주스,복숭아 리큐어,아마레또",27,8,gin,14
1922,"얼음,진,드라이 버무스,오렌지 큐라소,오렌지",35,1,gin,14
1923,"얼음,드라이 버무스,진,등화수",30,0,gin,14
1924,"얼음,진,셰리,계란 흰자,샴페인",32,2,gin|champagne,14
1925,"얼음,진,살구 브랜디,석류즙,레몬 주스",25,10,gin,14
1926,"얼음,진,스위트 버무스,오렌지 큐라소,마라스키노 베리,오렌지 비터즈",38,6,gin,14
1927,"얼음,잘게 부순 얼음,진,살구 브랜디,블랙 커런트 리큐어,레몬 주스,레몬",37,5,gin,14
1928,"얼음,진,드라이 버무스,라즈베리 주스,라즈베리",27,2,gin,14
1929,"얼음,진,스카치 위스키,석류즙,비터즈,마라스키노 베리",34,4,gin|whisky,15
1930,"얼음,진,그린 샤르트뢰즈,마라스키노 베리",40,8,gin,15
1931,"얼음,진,레몬 주스,화이트 카카오 리큐어,스위트 버무스",21,11,gin,14
1932,"얼음,진,레몬 주스,슈가시럽,계란 흰자,소다수",25,10,gin,14
1933,"얼음,진,스위트 버무스,트리플 섹,오렌지",28,17,gin,15
1934,"얼음,진,오렌지 주스,오렌지 큐라소",22,4,gin,14
1935,"얼음,잘게 부순 얼음,진,트리플 섹,라임 주스,샴페인",30,15,gin|champagne,14
1936,"얼음,진,셰리,비터즈",31,1,gin,15
1937,"얼음,진,아몬드향 리큐어,라임 주스",27,6,gin,14
1938,"얼음,진,칼바도스,레몬 주스,비터즈",27,6,gin,14
1939,"얼음,진,라이트 럼,트리플 섹",44,1,gin|rum,15
1940,"얼음,진,자몽주스,크랜베리 주스,슈가시럽,레몬",40,1,gin,14
1941,"얼음,진,자몽주스,마라스키노 리큐어,비터즈,마라스키노 베리",33,3,gin,14
1942,"진,그린 샤르트뢰즈,스위트 버무스,오렌지 비터즈,레몬",31,16,gin,15
1943,"얼음,진,파스티스,석류즙",36,10,gin,14
1944,"얼음,진,표준량 이상으로 알코올을 함유한 럼,체리 브랜디,라임 주스,오렌지 주스",40,6,gin|rum,15
1945,"얼음,진,꼬냑,스위트 버무스,오렌지",37,6,gin,14
1946,"얼음,진,듀보네,오렌지 비터즈",28,5,gin,14
1947,"얼음,진,계란 흰자,레몬 주스,바이올렛 리큐어",42,0,gin,14
1948,"얼음,진,체리 브랜디,레몬 주스,트리플 섹,마라스키노 베리",37,7,gin,14
1949,"얼음,진,레몬 주스,슈가시럽,계란 흰자,레몬,오렌지",42,1,gin,14
1950,"얼음,진,라임 주스,파인애플 주스,그린 샤르트뢰즈,민트,딸기",42,0,gin,14
1951,"얼음,진,듀보네,귤 리큐어,레몬",32,8,gin,15
1952,"얼음,드라이 버무스,진,캄파리,오렌지",29,4,gin,14
1953,"얼음,진,드라이 버무스,아니제트,오렌지 비터즈",33,0,gin,14
1954,"얼음,진,계란 흰자,아니제트,라임 주스",20,1,gin,14
1955,"얼음,진,그린 샤르트뢰즈,계란 흰자,레몬 주스,마라스키노 베리",31,10,gin,14
1956,"얼음,진,레몬 주스,꿀,오렌지 주스",22,15,gin,14
1957,"얼음,진,드라이 버무스,아몬드향 리큐어,오렌지 비터즈",43,0,gin,14
1958,"얼음,진,오렌지 비터즈,사이다",42,0,gin,14
1959,"잘게 부순 얼음,진,슈가시럽,민트",36,10,gin,14
1960,"얼음,진,레몬 주스,슈가시럽,계란,소다수",25,10,gin,14
1961,"얼음,진,블루 큐라소,복숭아 슈납스",22,11,gin,15
1962,"얼음,드라이 버무스,진,스위트 버무스,마라스키노 베리",27,8,gin,15
1963,"얼음,진,드라이 버무스,석류즙,파스티스",33,2,gin,14
1964,"얼음,진,트리플 섹,스위트 버무스,레몬 주스",35,14,gin,15
1965,"얼음,진,체리 브랜디,옐로우 샤르트뢰즈",40,16,gin,14
1966,"얼음,진,스위트 버무스,그린 샤르트뢰즈",32,14,gin,14
1967,"얼음,진,스위트 버무스,크림,파스티스",42,1,gin,15
1968,"얼음,진,그린 샤르트뢰즈,바이올렛 리큐어",35,11,gin,15
1969,"얼음,진,살구 브랜디,석류즙,마라스키노 베리",31,12,gin,15
1970,"얼음,진,파인애플 주스,스위트 버무스",43,0,gin,14
1971,"얼음,진,드라이 버무스,트리플 섹",36,1,gin,14
1972,"얼음,진,그린 샤르트뢰즈,라임 주스,마라스키노 리큐어",25,13,gin,14
1973,"얼음,드라이 버무스,진,캄파리,체리 브랜디,듀보네,스위트 버무스",26,11,gin,14
1974,"얼음,살구 브랜디,드라이 버무스,진,레몬 주스",28,7,gin,14
1975,"얼음,진,레몬 주스,슈가시럽,계란 노른자,소다수",40,1,gin,15
1976,"얼음,진,드라이 버무스,파스티스,석류즙",36,3,gin,15
1977,"얼음,진,소다수,레몬",45,0,gin,14
1978,"얼음,진,칼바도스,석류즙",19,16,gin,15
1979,"얼음,꼬냑,진,칼바도스,레몬 껍질",32,8,gin,14
1980,"얼음,진,트리플 섹,아니제트,계란 노른자",41,11,gin,14
1981,"얼음,진,드라이 버무스,오렌지 주스,마라스키노 베리",27,2,gin,15
1982,"얼음,살구 브랜디,진,레몬 주스,슈가시럽,레몬,망고",18,16,gin,14
1983,"얼음,진,드라이 버무스,스위트 버무스,민트",43,0,gin,15
1984,"얼음,진,석류즙,레몬 주스,계란 흰자",20,5,gin,14
1985,"얼음,진,트리플 섹,자몽주스",38,17,gin,14
1986,"얼음,진,드라이 버무스,석류즙,오렌지 주스,계란 흰자",29,8,gin,14
1987,"얼음,진,오렌지 주스,체리 브랜디,진저비어",42,1,gin,14
1988,"얼음,진,캄파리,듀보네,오렌지 비터즈",27,8,gin,14
1989,"얼음,진,드라이 버무스,바나나 리큐어,레몬 주스,파인애플",27,4,gin,15
1990,"얼음,드라이 버무스,진,스위트 버무스,화이트 크렘 드 망트,오렌지 비터즈",21,10,gin,14
1991,"얼음,진,꼬냑,오렌지 큐라소,오렌지 비터즈",32,4,gin,15
1992,"진,파인애플 주스,마라스키노 리큐어",29,5,gin,14
1993,"얼음,진,살구 브랜디,칼바도스,핌즈 컵 넘버 1,메이플 시럽",20,22,gin,15
1994,"얼음,진,라임 주스,비터즈,슈가시럽",29,2,gin,15
1995,"얼음,진,셰리,체리",32,2,gin,14
1996,"얼음,진,스웨디시 푼쉬,라임 주스",11,1,gin,14
1997,"얼음,드라이 버무스,진,마라스키노 리큐어,오렌지 비터즈",30,0,gin,14
1998,"얼음,진,핌즈 컵 넘버 1,마라스키노 리큐어",24,8,gin,15
1999,"진,드라이 버무스,화이트 크렘 드 망트,오렌지 큐라소",27,5,gin,15
2000,"얼음,진,레몬 주스,마라스키노 리큐어,비터즈",29,4,gin,15
2001,"얼음,진,패션 프루트 주스",30,4,gin,14
2002,"얼음,진,캄파리,오렌지 주스,블랙 커런트 리큐어",22,7,gin,14
2003,"얼음,잘게 부순 얼음,진,파인애플 주스,오렌지 큐라소,파인애플",22,6,gin,14
2004,"얼음,진,드라이 버무스,오렌지 주스,바이올렛 리큐어",28,4,gin,14
