id,ingredient,degree,sugar,base_spirit,저녁 술,오후 술,식전 술,식후 술
1775,"얼음,드라이 버무스,진,체리 브랜디,마라스키노 리큐어,오렌지",4,3,gin,0,1,0,0
1776,"얼음,진,그린 샤르트뢰즈,스위트 버무스,비터즈",4,5,gin,0,1,0,0
1777,"얼음,진,그린 샤르트뢰즈,레몬 주스,파스티스,슈가시럽",3,3,gin,0,1,0,0
1778,"얼음,라이트 럼,진,데킬라,레몬 주스",4,2,gin|rum|tequila,0,1,0,0
1779,"얼음,진,스위트 버무스,오렌지 큐라소,오렌지",4,3,gin,1,0,0,0
1780,"얼음,진,살구 브랜디,드라이 버무스,오렌지 큐라소,레몬 주스",4,3,gin,1,0,0,0
1781,"얼음,진,비터즈,그린 샤르트뢰즈",5,2,gin,1,0,0,0
1782,"얼음,드라이 버무스,진,캄파리",3,3,whisky,0,1,0,0
1783,"얼음,진,오렌지 주스,마라스키노 리큐어,레몬 주스,샴페인,오렌지",2,3,gin|champagne,0,1,0,0
1784,"얼음,진,오렌지 주스,핌즈 컵 넘버 1,오렌지",5,1,gin,0,1,0,0
1785,"얼음,진,자몽주스,마라스키노 리큐어",5,2,gin,0,1,0,0
1786,"얼음,드라이 버무스,진",4,1,gin,1,0,0,0
1787,"얼음,진,바나나 리큐어,갈리아노,자몽주스",3,4,gin,1,0,0,0
1788,"얼음,진,레몬 주스,트리플 섹,비터즈",5,2,gin,0,1,0,0
1789,"얼음,진,오렌지 주스,슈가시럽,레몬 주스,민트",4,3,gin,0,1,0,0
1790,"얼음,버본,진,레몬 주스,슈가시럽,어린 가지 민트",4,1,gin|whisky,0,1,0,0
1791,"얼음,진,체리 브랜디,스위트 버무스,마라스키노 베리",4,4,gin,0,0,1,0
1792,"얼음,진,화이트 포트 와인,마라스키노 리큐어,트리플 섹",3,5,gin,1,0,0,0
1793,"얼음,진,살구 브랜디,오렌지 주스,비터즈,마라스키노 베리,오렌지",4,3,gin,0,1,0,0
1794,"얼음,진,캄파리,계란 흰자,자몽주스,트리플 섹,오렌지 주스,석류즙,당근,마라스키노 베리,어린 가지 민트",2,4,gin,0,1,0,0
1795,"얼음,진,드라이 버무스,오렌지 큐라소,파스티스,그린 올리브",5,1,gin,0,1,0,0
1796,"얼음,드라이 버무스,진,셰리,스위트 버무스,아몬드 시럽,오렌지 비터즈",3,3,gin,1,0,0,0
1797,"얼음,진,바닐라 리큐어,레몬 주스",5,1,gin,0,1,0,0
1798,"얼음,진,드라이 버무스,트리플 섹,캄파리,오렌지",5,2,gin,0,1,0,0
1799,"얼음,진,오렌지 큐라소,라임 주스,비터즈,오렌지 비터즈,라임",3,3,gin,0,1,0,0
1800,"얼음,드라이 버무스,진,블랙 커런트 리큐어",3,3,gin,1,0,0,0
1801,"얼음,진,레몬 주스,아몬드 시럽",4,3,gin,0,1,0,0
1802,"얼음,드라이 버무스,진,파인애플 주스",3,3,gin,1,0,0,0
1803,"얼음,진,파스티스,석류즙",5,3,gin,0,1,0,0
1804,"얼음,꼬냑,진,트리플 섹,레몬 주스",4,3,gin,1,0,0,0
1805,"얼음,진,드라이 버무스,자몽주스,마라스키노 리큐어",3,2,gin,0,1,0,0
1806,"얼음,진,살구 브랜디,드라이 버무스,오렌지 맛 브랜디,레몬 껍질",4,3,gin,1,0,0,0
1807,"얼음,진,석류즙,크림",3,3,gin,1,0,0,0
1808,"얼음,드라이 버무스,진,화이트 카카오 리큐어,체리 브랜디,초콜릿",3,2,gin,0,1,0,0
1809,"얼음,진,셰리,오렌지 주스,마라스키노 베리",5,1,gin,0,1,0,0
1810,"얼음,진,화이트 크렘 드 망트,스위트 버무스",3,5,gin,0,1,0,0
1811,"얼음,꼬냑,진,스위트 버무스,오렌지 비터즈",4,3,gin,1,0,0,0
1812,"얼음,진,자몽주스,옐로우 샤르트뢰즈",4,4,gin,0,1,0,0
1813,"얼음,드라이 버무스,진,트리플 섹",4,4,gin,1,0,0,0
1814,"얼음,진,드라이 버무스,마라스키노 리큐어,비터즈,레몬 껍질",4,1,gin,0,0,1,0
1815,"얼음,진,드라이 버무스,라이트 럼,트리플 섹,그린 올리브,마라스키노 베리",5,2,gin|rum,1,0,0,0
1816,"얼음,잘게 부순 얼음,진,드라이 버무스,파인애플 주스,파인애플",3,2,gin,0,1,0,0
1817,"얼음,진,라임 코디얼,화이트 초콜릿 리큐어,초콜릿",3,5,gin,1,0,0,0
1818,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,비터즈,마라스키노 베리",4,1,gin,0,0,0,1
1819,"얼음,진,체리 브랜디,오렌지 비터즈,마라스키노 베리",4,4,gin,0,1,0,0
1820,"얼음,진,레몬 주스,바이올렛 리큐어",3,3,gin,0,1,0,0
1821,"얼음,진,레몬 주스,스웨디시 푼쉬",3,1,gin,1,0,0,0
1822,"얼음,진,오렌지 주스,핌즈 컵 넘버 1,석류즙,오렌지",5,1,gin,0,1,0,0
1823,"얼음,진,드라이 버무스,파스티스",4,2,gin,1,0,0,0
1824,"얼음,진,오렌지 맛 브랜디,레몬 주스,복숭아 리큐어,사이다",3,3,gin,0,1,0,0
1825,"얼음,진,오렌지 주스,체리 브랜디,진저엘",4,2,gin,0,1,0,0
1826,"얼음,진,칼바도스,석류즙,파스티스,레몬 껍질",3,5,gin,0,1,0,0
1827,"얼음,진,자몽주스,마라스키노 리큐어",3,3,gin,0,1,0,0
1828,"얼음,진,깔루아,레몬 주스,계란 흰자,마라스키노 베리",2,3,gin,0,1,0,0
1829,"얼음,진,캄파리,듀보네,레몬,오렌지",4,3,gin,0,1,0,0
1830,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,압생트,오렌지",5,2,gin,1,0,0,0
1831,"얼음,드라이 버무스,진,레몬 주스,트리플 섹",3,4,gin,0,1,0,0
1832,"얼음,드라이 버무스,진,체리 브랜디,마라스키노 베리",4,3,gin,0,1,0,0
1833,"얼음,드라이 버무스,진,그린 박하 리큐어",3,3,gin,0,1,0,0
1834,"얼음,진,라즈베리 주스,라즈베리",3,2,gin,0,0,0,1
1835,"얼음,살구 브랜디,진",4,4,gin,1,0,0,0
1836,"얼음,살구 브랜디,진,핌즈 컵 넘버 1,칼바도스,메이플 시럽",2,5,gin,0,1,0,0
1837,"얼음,드라이 버무스,진,스카치 위스키,비터즈,그린 올리브",4,1,gin|whisky,0,1,0,0
1838,"얼음,진,스위트 버무스,오렌지",4,3,gin,0,1,0,0
1839,"얼음,진,레몬 주스,마라스키노 리큐어",3,3,gin,0,1,0,0
1840,"얼음,진,드라이 버무스,칼바도스,자몽주스,스위트 버무스",3,4,gin,0,1,0,0
1841,"얼음,진,크랜베리 주스,자몽주스,슈가시럽",3,3,gin,0,1,0,0
1842,"얼음,진,스위트 버무스,칼바도스,석류즙",3,5,gin,0,1,0,0
1843,"얼음,진,체리 브랜디,레몬 주스,트리플 섹",3,5,gin,0,1,0,0
1844,"얼음,진,블루 큐라소,트리플 섹,마라스키노 베리",4,5,gin,0,0,1,0
1845,"얼음,진,스웨디시 푼쉬",3,1,gin,0,1,0,0
1846,"얼음,진,드라이 버무스,그린 샤르트뢰즈",4,3,gin,1,0,0,0
1847,"얼음,진,크림,슈가시럽,레몬 주스,라임 주스,등화수,계란 흰자,소다수",2,3,gin,0,1,0,0
1848,"얼음,진,체리 브랜디,퀴멜,마라스키노 베리",4,4,gin,0,1,0,0
1849,"얼음,진,레몬 주스,트리플 섹,블루 큐라소",3,4,gin,0,1,0,0
1850,"얼음,진,오렌지 큐라소,파인애플 주스",3,3,gin,0,1,0,0
1851,"얼음,진,플리마스 슬로 진,비터즈",2,1,gin,0,1,0,0
1852,"얼음,캐나다 위스키,진,블랙 커런트 리큐어,비터즈,레몬 주스",3,1,gin|whisky,1,0,0,0
1853,"얼음,진,칼바도스,석류즙,레몬 주스,스웨디시 푼쉬",2,3,gin,1,0,0,0
1854,"잘게 부순 얼음,진,그린 샤르트뢰즈,소다수",4,4,gin,0,0,0,1
1855,"얼음,드라이 버무스,진,파스티스,바이올렛 리큐어,캄파리",3,3,gin,1,0,0,0
1856,"얼음,진,라이트 럼,오렌지 맛 브랜디,마라스키노 베리",5,3,gin|rum,0,1,0,0
1857,"얼음,진,파인애플 주스,스위트 버무스,오렌지 큐라소",3,4,gin,0,1,0,0
1858,"얼음,에이지드 쿠바럼,브랜디,진,오렌지 주스,파인애플 주스,레몬 주스,트리플 섹",1,4,gin|rum|brandy,0,1,0,0
1859,"얼음,진,오렌지 주스,캄파리,트리플 섹,스위트 버무스,오렌지",1,4,gin,0,1,0,0
1860,"얼음,진,트리플 섹,위스키/허니 리큐어,마라스키노 베리",4,5,gin,0,1,0,0
1861,"얼음,진,파인애플 주스,트리플 섹,비터즈",5,2,gin,0,1,0,0
1862,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,비터즈",3,3,gin,0,1,0,0
1863,"얼음,진,계란 리큐어,오렌지 주스,계란 흰자,슈가시럽",2,4,gin,0,1,0,0
1864,"얼음,살구 브랜디,진,드라이 버무스,살구",4,4,gin,0,1,0,0
1865,"얼음,살구 브랜디,진,스웨디시 푼쉬,레몬 주스",3,4,gin,0,1,0,0
1866,"얼음,진,복숭아 비터즈,민트,복숭아",5,1,gin,1,0,0,0
1867,"얼음,진,라이트 럼,드라이 버무스,석류즙,오렌지 주스,스위트 버무스",5,2,gin|rum,0,1,0,0
1868,"얼음,진,스위트 버무스,석류즙,트리플 섹,마라스키노 베리",3,5,gin,1,0,0,0
1869,"얼음,진,오렌지 주스,트리플 섹,라임 주스,비터즈,오렌지",3,4,gin,0,1,0,0
1870,"얼음,진,레몬 주스,멜론 리큐어,진저엘",4,3,gin,0,1,0,0
1871,"얼음,진,라즈베리 퓌레,라즈베리 리큐어,멜론 리큐어,라즈베리",3,4,gin,0,1,0,0
1872,"얼음,진,살구 브랜디,드라이 버무스,레몬 주스",3,3,gin,0,1,0,0
1873,"얼음,진,드라이 버무스,체리 브랜디,라즈베리 리큐어",5,2,gin,0,1,0,0
1874,"얼음,진,레몬 주스,슈가시럽,블루 큐라소",4,2,gin,0,1,0,0
1875,"얼음,진,체리 브랜디,석류즙,레몬 주스",3,4,gin,0,1,0,0
1876,"얼음,진,자몽주스,슈가시럽,마라스키노 리큐어",3,3,gin,0,1,0,0
1877,"얼음,진,드라이 버무스,오렌지 큐라소,패션 프루트 주스",5,2,gin,0,1,0,0
1878,"얼음,진,핌즈 컵 넘버 1,체리 브랜디,마라스키노 베리",3,2,gin,0,1,0,0
1879,"얼음,진,드라이 버무스,레몬 주스,오렌지 주스,마라스키노 베리",5,1,gin,0,1,0,0
1880,"얼음,진,자몽주스,스웨디시 푼쉬",2,3,gin,0,1,0,0
1881,"얼음,진,스카치 위스키,칼바도스",4,3,gin|whisky,1,0,0,0
1882,"얼음,진,캄파리,트리플 섹,오렌지",5,2,gin,0,1,0,0
1883,"잘게 부순 얼음,진,트리플 섹,샴페인",4,5,tequila,0,1,0,0
1884,"얼음,드라이 버무스,진,듀보네,스위트 버무스",3,4,gin,1,0,0,0
1885,"얼음,진,레드 포트 와인,계란 노른자",3,1,gin,1,0,0,0
1886,"얼음,드라이 버무스,진,오렌지",4,1,gin,1,0,0,0
1887,"얼음,진,바닐라 아이스크림,셰리,마라스키노 베리",3,3,gin,0,1,0,0
1888,"얼음,진,칼바도스,스위트 버무스,석류즙,레몬 주스,사과,마라스키노 베리",3,5,gin,1,0,0,0
1889,"얼음,진,핌즈 컵 넘버 1,레몬 주스,비터즈,마라스키노 베리",3,2,gin,0,1,0,0
1890,"얼음,진,레몬 주스,오렌지 큐라소,석류즙,마라스키노 베리",3,3,gin,0,1,0,0
1891,"얼음,진,체리 브랜디,오렌지 주스,레몬 주스,레몬 껍질,오렌지",3,3,gin,0,1,0,0
1892,"얼음,진,화이트 크렘 드 망트,레몬 주스,샴페인",3,3,gin|champagne,0,1,0,0
1893,"얼음,진,오렌지 큐라소,레몬 주스,위스키/허니 리큐어",4,3,gin,0,1,0,0
1894,"얼음,드라이 버무스,진,스위트 버무스,아마레또,그린 올리브",3,4,gin,1,0,0,0
1895,"얼음,진,살구 브랜디,레몬 주스",4,3,gin,0,1,0,0
1896,"얼음,드라이 버무스,진,핌즈 컵 넘버 1",3,2,gin,0,1,0,0
1897,"진,물",5,1,gin,1,0,0,0
1898,"얼음,진,칼바도스,화이트 카카오 리큐어",3,5,gin,1,0,0,0
1899,"얼음,진,라임 주스,슈가시럽,소다수,라임",5,2,gin,0,1,0,0
1900,"얼음,진,파인애플 주스,마라스키노 베리,어린 가지 민트",4,2,gin,0,1,0,0
1901,"얼음,진,드라이 버무스,체리 리큐어,듀보네,스위트 버무스,체리,오렌지,라즈베리",4,3,gin,1,0,0,0
1902,"얼음,진,드라이 버무스,트리플 섹",4,5,gin,1,0,0,0
1903,"얼음,진,드라이 버무스,셰리,그린 올리브,레몬 껍질",4,2,gin,0,1,0,0
1904,"얼음,드라이 버무스,진,오렌지 큐라소,트리플 섹,페르넷 브랭커",4,4,gin,1,0,0,0
1905,"얼음,진,살구 브랜디,꼬냑,레몬 주스,석류즙",4,3,gin,1,0,0,0
1906,"얼음,진,블루 큐라소,복숭아 슈납스,오렌지",5,2,gin,0,1,0,0
1907,"얼음,드라이 버무스,진,레몬 주스,체리 브랜디,트리플 섹,그린 올리브",2,3,gin,0,1,0,0
1908,"얼음,진,드라이 버무스,스위트 버무스,오렌지 큐라소,오렌지 주스",4,3,gin,0,1,0,0
1909,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스",3,3,gin,0,1,0,0
1910,"얼음,진,트리플 섹,라임 주스,비터즈",4,5,gin,0,1,0,0
1911,"얼음,진,드라이 버무스,석류즙,오렌지 주스",4,1,gin,0,1,0,0
1912,"얼음,진,드라이 버무스,오렌지 큐라소,스위트 버무스",4,2,gin,1,0,0,0
1913,"얼음,진,퀴멜,레몬 주스",4,1,gin,0,1,0,0
1914,"얼음,진,듀보네,윌리엄 페어 리큐어",2,4,gin,0,1,0,0
1915,"얼음,진,그린 샤르트뢰즈,옐로우 샤르트뢰즈,라임 주스",5,2,gin,1,0,0,0
1916,"얼음,진,크림,다크 카카오 리큐어,마라스키노 베리",3,2,gin,0,0,0,1
1917,"얼음,진,아마레또,레몬 주스",2,3,gin,0,1,0,0
1918,"얼음,진,레몬 주스,슈가시럽,진저엘",3,4,gin,0,1,0,0
1919,"잘게 부순 얼음,진,레몬 주스,라이치 리큐어,신선한 애플 주스,애플 주스",5,1,gin,0,1,0,0
1920,"얼음,진,진저엘,레몬에이드,핌즈 컵 넘버 1,레몬,오이",1,3,gin,0,1,0,0
1921,"얼음,진,칼바도스,파스티스,마라스키노 베리",4,3,gin,1,0,0,0
1922,"얼음,진,오렌지 주스,복숭아 리큐어,아마레또",3,3,gin,0,1,0,0
1923,"얼음,진,드라이 버무스,오렌지 큐라소,오렌지",4,2,gin,0,1,0,0
1924,"얼음,드라이 버무스,진,등화수",3,1,gin,0,1,0,0
1925,"얼음,진,셰리,계란 흰자,샴페인",4,2,gin|champagne,0,1,0,0
1926,"얼음,진,살구 브랜디,석류즙,레몬 주스",3,4,gin,0,1,0,0
1927,"얼음,진,스위트 버무스,오렌지 큐라소,마라스키노 베리,오렌지 비터즈",4,3,gin,0,1,0,0
1928,"얼음,잘게 부순 얼음,진,살구 브랜디,블랙 커런트 리큐어,레몬 주스,레몬",4,3,gin,0,1,0,0
1929,"얼음,진,드라이 버무스,라즈베리 주스,라즈베리",3,2,gin,0,1,0,0
1930,"얼음,진,스카치 위스키,석류즙,비터즈,마라스키노 베리",4,3,gin|whisky,1,0,0,0
1931,"얼음,진,그린 샤르트뢰즈,마라스키노 베리",4,3,gin,1,0,0,0
1932,"얼음,진,레몬 주스,화이트 카카오 리큐어,스위트 버무스",3,4,gin,0,1,0,0
1933,"얼음,진,레몬 주스,슈가시럽,계란 흰자,소다수",3,4,gin,0,1,0,0
1934,"얼음,진,스위트 버무스,트리플 섹,오렌지",3,5,gin,1,0,0,0
1935,"얼음,진,오렌지 주스,오렌지 큐라소",3,3,gin,0,1,0,0
1936,"얼음,잘게 부순 얼음,진,트리플 섹,라임 주스,샴페인",3,5,gin|champagne,0,1,0,0
1937,"얼음,진,셰리,비터즈",4,2,gin,1,0,0,0
1938,"얼음,진,아몬드향 리큐어,라임 주스",3,3,gin,0,1,0,0
1939,"얼음,진,칼바도스,레몬 주스,비터즈",3,3,gin,0,1,0,0
1940,"얼음,진,라이트 럼,트리플 섹",5,2,gin|rum,1,0,0,0
1941,"얼음,진,자몽주스,크랜베리 주스,슈가시럽,레몬",4,2,gin,0,1,0,0
1942,"얼음,진,자몽주스,마라스키노 리큐어,비터즈,마라스키노 베리",4,2,gin,0,1,0,0
1943,"진,그린 샤르트뢰즈,스위트 버무스,오렌지 비터즈,레몬",4,5,gin,1,0,0,0
1944,"얼음,진,파스티스,석류즙",4,4,gin,0,1,0,0
1945,"얼음,진,표준량 이상으로 알코올을 함유한 럼,체리 브랜디,라임 주스,오렌지 주스",4,3,gin|rum,1,0,0,0
1946,"얼음,진,꼬냑,스위트 버무스,오렌지",4,3,gin,0,1,0,0
1947,"얼음,진,듀보네,오렌지 비터즈",3,3,gin,0,1,0,0
1948,"얼음,진,계란 흰자,레몬 주스,바이올렛 리큐어",5,1,gin,0,1,0,0
1949,"얼음,진,체리 브랜디,레몬 주스,트리플 섹,마라스키노 베리",4,3,gin,0,1,0,0
1950,"얼음,진,레몬 주스,슈가시럽,계란 흰자,레몬,오렌지",5,2,gin,0,1,0,0
1951,"얼음,진,라임 주스,파인애플 주스,그린 샤르트뢰즈,민트,딸기",5,1,gin,0,1,0,0
1952,"얼음,진,듀보네,귤 리큐어,레몬",4,3,gin,1,0,0,0
1953,"얼음,드라이 버무스,진,캄파리,오렌지",3,3,gin,0,1,0,0
1954,"얼음,진,드라이 버무스,아니제트,오렌지 비터즈",4,1,gin,0,1,0,0
1955,"얼음,진,계란 흰자,아니제트,라임 주스",2,2,gin,0,1,0,0
1956,"얼음,진,그린 샤르트뢰즈,계란 흰자,레몬 주스,마라스키노 베리",4,4,gin,0,1,0,0
1957,"얼음,진,레몬 주스,꿀,오렌지 주스",3,5,gin,0,1,0,0
1958,"얼음,진,드라이 버무스,아몬드향 리큐어,오렌지 비터즈",5,1,gin,0,1,0,0
1959,"얼음,진,오렌지 비터즈,사이다",5,1,gin,0,1,0,0
1960,"잘게 부순 얼음,진,슈가시럽,민트",4,4,gin,0,1,0,0
1961,"얼음,진,레몬 주스,슈가시럽,계란,소다수",3,4,gin,0,1,0,0
1962,"얼음,진,블루 큐라소,복숭아 슈납스",3,4,gin,1,0,0,0
1963,"얼음,드라이 버무스,진,스위트 버무스,마라스키노 베리",3,3,gin,1,0,0,0
1964,"얼음,진,드라이 버무스,석류즙,파스티스",4,2,gin,0,1,0,0
1965,"얼음,진,트리플 섹,스위트 버무스,레몬 주스",4,5,gin,1,0,0,0
1966,"얼음,진,체리 브랜디,옐로우 샤르트뢰즈",4,5,gin,0,1,0,0
1967,"얼음,진,스위트 버무스,그린 샤르트뢰즈",4,5,gin,0,1,0,0
1968,"얼음,진,스위트 버무스,크림,파스티스",5,2,gin,1,0,0,0
1969,"얼음,진,그린 샤르트뢰즈,바이올렛 리큐어",4,4,gin,1,0,0,0
1970,"얼음,진,살구 브랜디,석류즙,마라스키노 베리",4,4,gin,1,0,0,0
1971,"얼음,진,파인애플 주스,스위트 버무스",5,1,gin,0,1,0,0
1972,"얼음,진,드라이 버무스,트리플 섹",4,2,gin,0,1,0,0
1973,"얼음,진,그린 샤르트뢰즈,라임 주스,마라스키노 리큐어",3,4,gin,0,1,0,0
1974,"얼음,드라이 버무스,진,캄파리,체리 브랜디,듀보네,스위트 버무스",3,4,gin,0,1,0,0
1975,"얼음,살구 브랜디,드라이 버무스,진,레몬 주스",3,3,gin,0,1,0,0
1976,"얼음,진,레몬 주스,슈가시럽,계란 노른자,소다수",4,2,gin,1,0,0,0
1977,"얼음,진,드라이 버무스,파스티스,석류즙",4,2,gin,1,0,0,0
1978,"얼음,진,소다수,레몬",5,1,gin,0,1,0,0
1979,"얼음,진,칼바도스,석류즙",2,5,gin,1,0,0,0
1980,"얼음,꼬냑,진,칼바도스,레몬 껍질",4,3,gin,0,1,0,0
1981,"얼음,진,트리플 섹,아니제트,계란 노른자",5,4,gin,0,1,0,0
1982,"얼음,진,드라이 버무스,오렌지 주스,마라스키노 베리",3,2,gin,1,0,0,0
1983,"얼음,살구 브랜디,진,레몬 주스,슈가시럽,레몬,망고",2,5,gin,0,1,0,0
1984,"얼음,진,드라이 버무스,스위트 버무스,민트",5,1,gin,1,0,0,0
1985,"얼음,진,석류즙,레몬 주스,계란 흰자",2,3,gin,0,1,0,0
1986,"얼음,진,트리플 섹,자몽주스",4,5,gin,0,1,0,0
1987,"얼음,진,드라이 버무스,석류즙,오렌지 주스,계란 흰자",3,3,gin,0,1,0,0
1988,"얼음,진,오렌지 주스,체리 브랜디,진저비어",5,2,gin,0,1,0,0
1989,"얼음,진,캄파리,듀보네,오렌지 비터즈",3,3,gin,0,1,0,0
1990,"얼음,진,드라이 버무스,바나나 리큐어,레몬 주스,파인애플",3,3,gin,1,0,0,0
1991,"얼음,드라이 버무스,진,스위트 버무스,화이트 크렘 드 망트,오렌지 비터즈",3,4,gin,0,1,0,0
1992,"얼음,진,꼬냑,오렌지 큐라소,오렌지 비터즈",4,3,gin,1,0,0,0
1993,"진,파인애플 주스,마라스키노 리큐어",3,3,gin,0,1,0,0
1994,"얼음,진,살구 브랜디,칼바도스,핌즈 컵 넘버 1,메이플 시럽",2,5,gin,1,0,0,0
1995,"얼음,진,라임 주스,비터즈,슈가시럽",3,2,gin,1,0,0,0
1996,"얼음,진,셰리,체리",4,2,gin,0,1,0,0
1997,"얼음,진,스웨디시 푼쉬,라임 주스",2,2,gin,0,1,0,0
1998,"얼음,드라이 버무스,진,마라스키노 리큐어,오렌지 비터즈",3,1,gin,0,1,0,0
1999,"얼음,진,핌즈 컵 넘버 1,마라스키노 리큐어",3,3,gin,1,0,0,0
2000,"진,드라이 버무스,화이트 크렘 드 망트,오렌지 큐라소",3,3,gin,1,0,0,0
2001,"얼음,진,레몬 주스,마라스키노 리큐어,비터즈",3,3,gin,1,0,0,0
2002,"얼음,진,패션 프루트 주스",3,3,gin,0,1,0,0
2003,"얼음,진,캄파리,오렌지 주스,블랙 커런트 리큐어",3,3,gin,0,1,0,0
2004,"얼음,잘게 부순 얼음,진,파인애플 주스,오렌지 큐라소,파인애플",3,3,gin,0,1,0,0
2005,"얼음,진,드라이 버무스,오렌지 주스,바이올렛 리큐어",3,3,gin,0,1,0,0
2006,"얼음,진,셰리,블랙 커런트 리큐어",4,3,gin,0,1,0,0
2007,"얼음,살구 브랜디,진,레몬 주스",4,4,gin,0,1,0,0
2008,"얼음,진,살구 브랜디,레몬 주스,석류즙,슈가시럽",3,4,gin,0,1,0,0
2009,"얼음,드라이 버무스,진,파인애플 주스,스위트 버무스",2,4,gin,0,1,0,0
2010,"얼음,진,화이트 크렘 드 망트",3,3,gin,1,0,0,0
2011,"얼음,진,드라이 버무스,파스티스,오렌지 주스",4,3,gin,1,0,0,0
2012,"얼음,라이트 럼,진,레몬 주스,슈가시럽",2,4,gin|rum,0,1,0,0
2013,"얼음,진,드라이 버무스,오렌지 주스,석류즙,레몬 주스,소다수",2,3,gin,0,1,0,0
2014,"얼음,진,오렌지 주스,듀보네,석류즙,레몬 주스,슈가시럽",2,4,gin,1,0,0,0
2015,"얼음,진,석류즙,스위트 버무스,계란 흰자",4,3,gin,0,1,0,0
